transaction_id,customer_id,transaction_timestamp,product_id,product_name,category,quantity,unit_price,total_amount,payment_method,card_number,store_id,store_city,order_status,ingestion_timestamp,pipeline_run_id,amount_bucket
TXN004447,CUST0416,2025-01-31 13:59:56,P007,Jeans,Clothing,4,2182,8728,Credit Card,*************08.0,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,High
TXN004448,CUST0417,2025-01-03 18:28:51,P025,Running Shoes,Sports,5,4205,21025,UPI,,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,High
TXN004449,CUST0417,2026-06-30 02:54:37,P006,T-Shirt,Clothing,2,1210,2420,Credit Card,**************19.0,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004450,CUST0417,2026-04-30 01:49:56,P007,Jeans,Clothing,3,2174,6522,Net Banking,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,High
TXN004451,CUST0417,2025-07-30 19:03:20,P009,Hoodie,Clothing,2,1923,3846,Net Banking,,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004452,CUST0417,2024-07-08 13:05:23,P027,Shampoo,Beauty,4,324,1296,Cash,,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004453,CUST0417,2025-05-09 17:57:25,P003,Tablet,Electronics,2,42079,84158,Debit Card,**********89.0,STR005,Chennai,Returned,2026-07-02 17:20:57,75971a34,High
TXN004454,CUST0417,2026-06-28 19:45:26,P004,Smartwatch,Electronics,2,17810,35620,Debit Card,**********38.0,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,High
TXN004455,CUST0418,2026-04-23 12:43:39,P012,Wheat Flour,Grocery,2,302,604,UPI,,STR001,Delhi,Returned,2026-07-02 17:20:57,75971a34,Low
TXN004456,CUST0418,2025-06-21 00:25:30,P033,SQL Guide,Books,5,1032,5160,Cash,,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,High
TXN004457,CUST0418,2026-03-10 01:15:36,P014,Sugar,Grocery,5,215,1075,Credit Card,**************55.0,STR009,Jaipur,Returned,2026-07-02 17:20:57,75971a34,Medium
TXN004458,CUST0418,2025-01-30 08:05:16,P037,Building Blocks,Toys,3,3134,9402,Cash,,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,High
TXN004459,CUST0418,2025-08-04 19:35:28,P012,Wheat Flour,Grocery,3,255,765,UPI,,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34,Low
TXN004460,CUST0418,2025-05-14 09:48:58,P009,Hoodie,Clothing,2,3172,6344,Debit Card,**************49.0,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34,High
TXN004461,CUST0418,2025-04-23 07:39:59,P024,Dumbbells,Sports,1,8786,8786,UPI,,STR008,Ahmedabad,Returned,2026-07-02 17:20:57,75971a34,High
TXN004462,CUST0418,2025-09-21 08:29:09,P012,Wheat Flour,Grocery,4,177,708,Cash,,STR006,Kolkata,Returned,2026-07-02 17:20:57,75971a34,Low
TXN004463,CUST0419,2026-02-08 21:04:45,P030,Lipstick,Beauty,2,928,1856,UPI,,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004464,CUST0419,2025-03-07 20:38:50,P033,SQL Guide,Books,4,1195,4780,UPI,,STR006,Kolkata,Returned,2026-07-02 17:20:57,75971a34,Medium
TXN004465,CUST0419,2025-01-24 18:31:42,P018,Water Bottle,Home & Kitchen,4,542,2168,Credit Card,**************47.0,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004466,CUST0419,2026-03-10 10:16:35,P013,Cooking Oil,Grocery,4,882,3528,UPI,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004467,CUST0419,2025-10-14 10:12:14,P033,SQL Guide,Books,3,365,1095,Credit Card,**************83.0,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004468,CUST0419,2025-04-12 12:46:02,P033,SQL Guide,Books,4,1139,4556,Credit Card,***********94.0,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004469,CUST0419,2026-05-20 19:43:57,P028,Perfume,Beauty,5,4323,21615,UPI,,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34,High
TXN004470,CUST0419,2026-06-09 07:58:07,P008,Jacket,Clothing,2,4092,8184,UPI,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,High
TXN004471,CUST0419,2025-02-17 08:24:07,P019,Vacuum Cleaner,Home & Kitchen,1,17104,17104,Credit Card,*************49.0,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34,High
TXN004472,CUST0419,2025-10-02 13:44:07,P013,Cooking Oil,Grocery,3,860,2580,UPI,,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004473,CUST0419,2024-09-26 18:35:35,P027,Shampoo,Beauty,5,370,1850,Credit Card,**********38.0,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004474,CUST0419,2025-11-14 10:47:49,P002,Smartphone,Electronics,3,13579,40737,Debit Card,***********30.0,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,High
TXN004475,CUST0419,2025-10-29 16:36:53,P017,Cookware Set,Home & Kitchen,3,3556,10668,UPI,,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34,High
TXN004476,CUST0419,2025-12-22 07:33:52,P018,Water Bottle,Home & Kitchen,3,409,1227,UPI,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004477,CUST0419,2026-01-15 17:30:24,P008,Jacket,Clothing,1,1683,1683,UPI,,STR004,Hyderabad,Returned,2026-07-02 17:20:57,75971a34,Medium
TXN004478,CUST0419,2025-02-28 12:07:12,P025,Running Shoes,Sports,4,1895,7580,Debit Card,**************41.0,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,High
TXN004479,CUST0419,2024-07-14 09:52:23,P004,Smartwatch,Electronics,4,24915,99660,Debit Card,*************07.0,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34,High
TXN004480,CUST0419,2024-11-06 04:23:32,P014,Sugar,Grocery,5,290,1450,UPI,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004481,CUST0419,2025-01-28 16:57:44,P028,Perfume,Beauty,5,4151,20755,UPI,,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34,High
TXN004482,CUST0419,2026-06-22 15:15:45,P035,Biography,Books,5,499,2495,UPI,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004483,CUST0419,2025-02-14 07:06:34,P013,Cooking Oil,Grocery,1,665,665,Net Banking,,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,Low
TXN004484,CUST0419,2025-10-30 09:21:04,P016,Mixer Grinder,Home & Kitchen,3,2822,8466,Credit Card,**************95.0,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,High
TXN004485,CUST0419,2026-03-25 10:22:04,P029,Sunscreen,Beauty,5,1535,7675,Credit Card,**************76.0,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34,High
TXN004486,CUST0419,2026-01-20 01:14:21,P038,Toy Car,Toys,5,983,4915,UPI,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004487,CUST0419,2026-06-11 00:15:49,P015,Tea,Grocery,5,800,4000,UPI,,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004488,CUST0419,2026-03-08 11:34:06,P034,Data Science Handbook,Books,3,1217,3651,Debit Card,**************35.0,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004489,CUST0419,2025-11-21 09:19:46,P028,Perfume,Beauty,4,941,3764,Credit Card,*****************e+18,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004490,CUST0419,2025-02-28 08:33:48,P009,Hoodie,Clothing,4,1031,4124,Cash,,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004491,CUST0419,2025-02-01 17:20:54,P002,Smartphone,Electronics,3,72590,217770,UPI,,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34,High
TXN004492,CUST0419,2025-12-29 03:12:01,P011,Rice,Grocery,3,169,507,Debit Card,**********33.0,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34,Low
TXN004493,CUST0419,2025-01-12 06:00:05,P040,Board Game,Toys,1,2818,2818,Credit Card,**************04.0,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004494,CUST0419,2026-06-20 15:27:12,P017,Cookware Set,Home & Kitchen,2,3760,7520,Cash,,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34,High
TXN004495,CUST0419,2026-05-06 08:20:37,P034,Data Science Handbook,Books,3,1256,3768,Credit Card,****************e+18,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004496,CUST0420,2025-03-12 13:18:51,P019,Vacuum Cleaner,Home & Kitchen,3,8391,25173,Debit Card,**************47.0,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34,High
TXN004497,CUST0420,2025-03-15 16:59:58,P006,T-Shirt,Clothing,4,553,2212,Debit Card,**********52.0,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004498,CUST0420,2025-06-12 02:37:02,P017,Cookware Set,Home & Kitchen,2,8889,17778,UPI,,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34,High
TXN004499,CUST0420,2025-01-11 01:54:38,P014,Sugar,Grocery,5,269,1345,UPI,,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004500,CUST0420,2025-07-28 21:25:26,P005,Headphones,Electronics,3,14707,44121,Credit Card,***********58.0,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,High
TXN004501,CUST0420,2025-07-09 17:33:54,P030,Lipstick,Beauty,3,2084,6252,UPI,,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34,High
TXN004502,CUST0421,2025-05-24 04:04:53,P020,Dining Set,Home & Kitchen,4,17966,71864,Debit Card,**************29.0,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34,High
TXN004503,CUST0421,2026-05-03 12:09:40,P029,Sunscreen,Beauty,2,381,762,UPI,,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34,Low
TXN004504,CUST0421,2026-05-24 08:05:50,P011,Rice,Grocery,3,294,882,Net Banking,,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,Low
TXN004505,CUST0421,2026-03-21 03:16:39,P026,Face Wash,Beauty,5,313,1565,UPI,,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004506,CUST0421,2026-06-09 07:52:48,P020,Dining Set,Home & Kitchen,3,13379,40137,Cash,,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34,High
TXN004507,CUST0421,2026-03-23 15:54:44,P002,Smartphone,Electronics,1,37063,37063,Credit Card,************32.0,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34,High
TXN004508,CUST0421,2025-07-27 04:10:33,P024,Dumbbells,Sports,2,1117,2234,UPI,,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004509,CUST0421,2026-04-03 01:45:05,P026,Face Wash,Beauty,3,436,1308,UPI,,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004510,CUST0421,2024-07-24 05:51:56,P002,Smartphone,Electronics,5,44192,220960,UPI,,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,High
TXN004511,CUST0421,2025-07-01 00:48:40,P012,Wheat Flour,Grocery,2,94,188,Debit Card,*************69.0,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,Low
TXN004512,CUST0421,2025-03-09 22:52:24,P016,Mixer Grinder,Home & Kitchen,4,5588,22352,UPI,,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34,High
TXN004513,CUST0421,2025-10-29 12:59:00,P006,T-Shirt,Clothing,1,383,383,Credit Card,*************42.0,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,Low
TXN004514,CUST0422,2024-12-06 13:27:04,P034,Data Science Handbook,Books,5,1426,7130,UPI,,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34,High
TXN004515,CUST0422,2025-05-21 06:32:39,P002,Smartphone,Electronics,3,67358,202074,UPI,,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34,High
TXN004516,CUST0422,2026-06-26 00:17:37,P038,Toy Car,Toys,1,1325,1325,UPI,,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004517,CUST0422,2024-07-13 20:33:17,P036,Puzzle,Toys,4,784,3136,Credit Card,***********35.0,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004518,CUST0422,2026-02-21 17:21:40,P013,Cooking Oil,Grocery,2,905,1810,UPI,,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004519,CUST0422,2026-01-25 14:03:09,P030,Lipstick,Beauty,4,1006,4024,UPI,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004520,CUST0422,2026-05-05 19:00:25,P014,Sugar,Grocery,5,162,810,UPI,,STR007,Pune,Returned,2026-07-02 17:20:57,75971a34,Low
TXN004521,CUST0423,2025-06-29 04:50:52,P006,T-Shirt,Clothing,4,1342,5368,Cash,,STR010,Lucknow,Returned,2026-07-02 17:20:57,75971a34,High
TXN004522,CUST0424,2026-01-03 21:46:46,P030,Lipstick,Beauty,1,811,811,UPI,,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34,Low
TXN004523,CUST0424,2024-10-18 06:04:46,P019,Vacuum Cleaner,Home & Kitchen,5,16387,81935,Credit Card,**************50.0,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,High
TXN004524,CUST0424,2025-09-12 13:49:27,P025,Running Shoes,Sports,4,6981,27924,UPI,,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34,High
TXN004525,CUST0424,2025-06-16 03:48:33,P006,T-Shirt,Clothing,1,547,547,Net Banking,,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,Low
TXN004526,CUST0424,2024-12-22 09:55:15,P020,Dining Set,Home & Kitchen,5,6011,30055,UPI,,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,High
TXN004527,CUST0424,2024-08-19 15:59:19,P037,Building Blocks,Toys,1,2330,2330,Cash,,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004528,CUST0424,2026-03-16 00:11:48,P005,Headphones,Electronics,3,3530,10590,Net Banking,,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,High
TXN004529,CUST0424,2025-09-23 13:30:07,P038,Toy Car,Toys,5,1322,6610,Credit Card,*****************e+18,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,High
TXN004530,CUST0424,2026-06-08 23:32:05,P019,Vacuum Cleaner,Home & Kitchen,1,8966,8966,Credit Card,**************97.0,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34,High
TXN004531,CUST0424,2024-09-14 20:50:58,P038,Toy Car,Toys,1,1813,1813,Debit Card,**************07.0,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004532,CUST0424,2024-07-06 11:14:40,P009,Hoodie,Clothing,5,2525,12625,Credit Card,**************54.0,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34,High
TXN004533,CUST0424,2026-03-01 01:18:17,P014,Sugar,Grocery,3,165,495,Debit Card,**************07.0,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34,Low
TXN004534,CUST0424,2025-09-07 21:06:00,P013,Cooking Oil,Grocery,3,676,2028,Cash,,STR009,Jaipur,Returned,2026-07-02 17:20:57,75971a34,Medium
TXN004535,CUST0424,2026-02-18 23:42:03,P003,Tablet,Electronics,5,20509,102545,Net Banking,,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,High
TXN004536,CUST0424,2026-01-05 00:14:53,P037,Building Blocks,Toys,4,2840,11360,Debit Card,**************37.0,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34,High
TXN004537,CUST0424,2026-04-18 09:45:19,P022,Football,Sports,5,1028,5140,Cash,,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34,High
TXN004538,CUST0424,2026-06-19 12:45:56,P017,Cookware Set,Home & Kitchen,2,11715,23430,Credit Card,************61.0,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34,High
TXN004539,CUST0424,2024-10-16 12:33:44,P028,Perfume,Beauty,3,1374,4122,Debit Card,*************23.0,STR010,Lucknow,Returned,2026-07-02 17:20:57,75971a34,Medium
TXN004540,CUST0424,2025-05-03 11:29:51,P026,Face Wash,Beauty,2,361,722,UPI,,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34,Low
TXN004541,CUST0424,2026-06-17 23:10:42,P007,Jeans,Clothing,1,1673,1673,UPI,,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004542,CUST0424,2025-04-14 20:44:57,P026,Face Wash,Beauty,2,632,1264,Credit Card,**********33.0,STR001,Delhi,Cancelled,2026-07-02 17:20:57,75971a34,Medium
TXN004543,CUST0424,2025-04-14 04:57:32,P018,Water Bottle,Home & Kitchen,4,846,3384,Credit Card,**************91.0,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004544,CUST0424,2025-03-04 16:16:41,P029,Sunscreen,Beauty,3,1469,4407,Cash,,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004545,CUST0424,2025-09-14 20:05:42,P031,Novel,Books,1,619,619,UPI,,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34,Low
TXN004546,CUST0424,2024-07-11 22:30:05,P018,Water Bottle,Home & Kitchen,2,825,1650,Credit Card,*****************e+18,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004547,CUST0424,2024-11-02 14:35:21,P009,Hoodie,Clothing,1,1140,1140,Debit Card,**************47.0,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004548,CUST0424,2025-09-10 16:58:16,P031,Novel,Books,5,731,3655,Debit Card,*****************e+18,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004549,CUST0424,2025-12-06 14:49:01,P036,Puzzle,Toys,3,1368,4104,Debit Card,*****************e+18,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004550,CUST0424,2025-01-02 09:36:51,P010,Sneakers,Clothing,5,3787,18935,Net Banking,,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,High
TXN004551,CUST0424,2025-06-21 00:56:34,P025,Running Shoes,Sports,2,4916,9832,UPI,,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,High
TXN004552,CUST0424,2025-06-14 11:04:01,P014,Sugar,Grocery,5,101,505,UPI,,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34,Low
TXN004553,CUST0424,2026-03-01 18:46:39,P015,Tea,Grocery,2,756,1512,UPI,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004554,CUST0424,2026-01-13 06:11:49,P033,SQL Guide,Books,3,1180,3540,UPI,,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004555,CUST0424,2026-02-16 20:54:35,P033,SQL Guide,Books,2,509,1018,UPI,,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004556,CUST0424,2026-05-21 06:14:38,P040,Board Game,Toys,1,925,925,Credit Card,**************85.0,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,Low
TXN004557,CUST0424,2025-04-26 12:02:56,P040,Board Game,Toys,1,1160,1160,Debit Card,**************58.0,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004558,CUST0425,2025-01-06 08:36:47,P002,Smartphone,Electronics,2,20481,40962,Debit Card,************60.0,STR009,Jaipur,Returned,2026-07-02 17:20:57,75971a34,High
TXN004559,CUST0425,2025-12-22 07:11:12,P034,Data Science Handbook,Books,2,1251,2502,UPI,,STR006,Kolkata,Returned,2026-07-02 17:20:57,75971a34,Medium
TXN004560,CUST0425,2026-02-02 07:07:32,P003,Tablet,Electronics,3,19830,59490,Credit Card,************46.0,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,High
TXN004561,CUST0425,2026-03-02 21:10:25,P024,Dumbbells,Sports,3,8033,24099,Debit Card,**************99.0,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34,High
TXN004562,CUST0425,2024-10-13 02:50:32,P021,Cricket Bat,Sports,2,3861,7722,Debit Card,***********50.0,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,High
TXN004563,CUST0426,2024-07-23 04:27:55,P005,Headphones,Electronics,5,5458,27290,Debit Card,*************18.0,STR003,Bengaluru,Returned,2026-07-02 17:20:57,75971a34,High
TXN004564,CUST0426,2025-01-13 19:36:04,P002,Smartphone,Electronics,1,42729,42729,Credit Card,**************81.5,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34,High
TXN004565,CUST0426,2024-10-11 16:54:41,P007,Jeans,Clothing,2,2716,5432,Cash,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,High
TXN004566,CUST0427,2026-04-03 17:55:00,P015,Tea,Grocery,5,554,2770,Credit Card,**************09.0,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004567,CUST0427,2024-08-07 00:18:03,P020,Dining Set,Home & Kitchen,5,18048,90240,Credit Card,************03.0,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,High
TXN004568,CUST0427,2024-08-30 05:58:26,P029,Sunscreen,Beauty,3,1265,3795,Credit Card,**************73.0,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004569,CUST0427,2024-07-08 00:56:18,P022,Football,Sports,4,616,2464,Credit Card,******************e+18,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004570,CUST0427,2025-10-09 02:40:52,P017,Cookware Set,Home & Kitchen,1,11710,11710,Credit Card,**********97.0,STR008,Ahmedabad,Completed,2026-07-02 17:20:57,75971a34,High
TXN004571,CUST0427,2024-10-21 08:47:27,P015,Tea,Grocery,4,682,2728,UPI,,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004572,CUST0427,2025-01-15 09:46:06,P020,Dining Set,Home & Kitchen,2,14229,28458,Credit Card,************48.0,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,High
TXN004573,CUST0428,2025-07-28 18:39:41,P003,Tablet,Electronics,1,50329,50329,Debit Card,************68.0,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,High
TXN004574,CUST0429,2026-05-29 06:06:48,P023,Yoga Mat,Sports,4,1421,5684,UPI,,STR007,Pune,Cancelled,2026-07-02 17:20:57,75971a34,High
TXN004575,CUST0429,2025-09-22 11:35:54,P011,Rice,Grocery,2,332,664,Net Banking,,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,Low
TXN004576,CUST0429,2025-01-07 12:45:08,P007,Jeans,Clothing,3,1295,3885,Debit Card,**************88.0,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004577,CUST0429,2024-09-04 00:25:00,P005,Headphones,Electronics,2,10152,20304,Credit Card,**************32.0,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,High
TXN004578,CUST0429,2025-05-12 03:22:32,P011,Rice,Grocery,5,67,335,UPI,,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,Low
TXN004579,CUST0429,2024-11-27 11:09:07,P032,Python Programming,Books,1,736,736,Debit Card,**********53.0,STR008,Ahmedabad,Returned,2026-07-02 17:20:57,75971a34,Low
TXN004580,CUST0429,2026-05-21 04:58:00,P040,Board Game,Toys,3,1040,3120,Credit Card,**********72.0,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004581,CUST0429,2024-11-16 22:46:51,P022,Football,Sports,2,1292,2584,UPI,,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004582,CUST0429,2025-05-04 07:52:35,P019,Vacuum Cleaner,Home & Kitchen,5,5402,27010,Credit Card,**************70.0,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,High
TXN004583,CUST0429,2025-05-20 17:22:06,P021,Cricket Bat,Sports,1,4599,4599,Credit Card,**********20.0,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004584,CUST0429,2024-09-22 22:43:35,P005,Headphones,Electronics,1,11811,11811,UPI,,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34,High
TXN004585,CUST0429,2025-07-27 11:29:15,P005,Headphones,Electronics,2,3530,7060,UPI,,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,High
TXN004586,CUST0429,2026-03-29 15:35:39,P021,Cricket Bat,Sports,1,4650,4650,Credit Card,**************88.0,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004587,CUST0429,2025-09-08 23:47:59,P006,T-Shirt,Clothing,2,400,800,Credit Card,***********47.0,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,Low
TXN004588,CUST0429,2025-03-19 03:23:50,P022,Football,Sports,4,690,2760,Credit Card,**************95.0,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004589,CUST0429,2025-12-12 19:12:58,P033,SQL Guide,Books,4,724,2896,UPI,,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004590,CUST0429,2026-04-20 06:21:21,P026,Face Wash,Beauty,1,406,406,Net Banking,,STR010,Lucknow,Completed,2026-07-02 17:20:57,75971a34,Low
TXN004591,CUST0429,2024-09-14 16:50:53,P032,Python Programming,Books,3,1264,3792,Credit Card,***********89.0,STR003,Bengaluru,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004592,CUST0429,2025-02-24 22:37:37,P021,Cricket Bat,Sports,5,2386,11930,Credit Card,**************12.0,STR002,Mumbai,Completed,2026-07-02 17:20:57,75971a34,High
TXN004593,CUST0429,2025-10-04 03:30:27,P005,Headphones,Electronics,2,6493,12986,UPI,,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,High
TXN004594,CUST0429,2026-04-27 06:47:34,P028,Perfume,Beauty,5,2562,12810,Credit Card,**************67.0,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34,High
TXN004595,CUST0429,2024-08-21 09:28:04,P016,Mixer Grinder,Home & Kitchen,3,6990,20970,Cash,,STR001,Delhi,Completed,2026-07-02 17:20:57,75971a34,High
TXN004596,CUST0429,2024-07-10 02:01:52,P009,Hoodie,Clothing,5,1427,7135,Debit Card,*************60.0,STR006,Kolkata,Completed,2026-07-02 17:20:57,75971a34,High
TXN004597,CUST0429,2024-12-30 19:37:02,P018,Water Bottle,Home & Kitchen,2,306,612,Cash,,STR005,Chennai,Completed,2026-07-02 17:20:57,75971a34,Low
TXN004598,CUST0429,2024-12-24 06:16:43,P015,Tea,Grocery,3,782,2346,Credit Card,**************94.0,STR009,Jaipur,Completed,2026-07-02 17:20:57,75971a34,Medium
TXN004599,CUST0429,2024-12-18 14:07:01,P004,Smartwatch,Electronics,4,20256,81024,Cash,,STR004,Hyderabad,Completed,2026-07-02 17:20:57,75971a34,High
TXN004600,CUST0429,2026-04-02 16:52:28,P008,Jacket,Clothing,1,1643,1643,Credit Card,**************53.0,STR007,Pune,Completed,2026-07-02 17:20:57,75971a34,Medium
